Date,XOM,RDS.A,CVX,TOT,BP,PTR,SNP,SLB,EPD,E,COP,EQNR,EOG,PBR,CEO,SU,OXY,HAL
2/19/2002 16:00:00,38.9,49.45,40.95,35.73,48.83,18.9,12,27.4,12.11,26.4,21.9,6.74,8.07,5.24,21.75,15.16,12.14,8
2/20/2002 16:00:00,38.88,49.34,40.74,35.25,48.03,18.6,12.23,27.35,12.14,26.6,21.42,6.81,8.23,5.23,21.5,15.12,12.07,7.95
2/21/2002 16:00:00,39.45,49.52,41.05,35.38,47.41,18.6,12.37,27.45,12.16,26.58,21.42,6.72,8.15,5.36,21.6,14.98,12.09,7.88
2/22/2002 16:00:00,39.4,50.95,41.1,35.75,47.9,18.35,11.77,27.88,12.31,27.18,21.71,6.84,8.35,5.41,21.7,15.33,12.18,7.96
2/25/2002 16:00:00,40.85,51.26,41.75,35.88,48.39,18.45,11.77,29,12.5,26.99,22.18,6.89,8.45,5.64,21.4,15.5,12.36,8.26
2/26/2002 16:00:00,41,50.99,42.2,35.94,49.47,18.25,11.85,29.8,12.5,27.2,22.58,6.99,8.74,5.71,21.35,15.9,12.84,8.28
2/27/2002 16:00:00,40.92,51.41,41.97,36.2,50.27,18.55,11.95,29.2,12.61,27.4,22.47,7.05,8.68,5.88,21.45,16.3,12.81,8.21
2/28/2002 16:00:00,41.4,51.37,42.5,36.53,49.7,18.85,12.18,28.74,12.63,27.52,22.28,7.16,8.66,6.13,21.31,16.49,12.77,8.24
3/1/2002 16:00:00,41.75,52.24,42.22,36.74,49.4,18.65,12.09,29.33,12.5,27.06,22.7,7.1,8.88,6.21,21.39,16.7,12.86,8.33
3/4/2002 16:00:00,42.15,52.7,42.76,36.99,50.5,18.95,11.97,29.7,11.94,27.34,22.74,7.29,8.81,6.45,21.5,17.35,13.21,8.48
3/5/2002 16:00:00,42.5,52.36,43.09,37.1,50.85,19.1,12.14,30.08,11.59,27.56,22.84,7.26,8.98,6.59,21.8,17.5,13.24,8.41
3/6/2002 16:00:00,42.55,53.39,42.85,36.76,50.8,19.28,12.18,29.95,11.97,27.54,22.83,7.35,9.13,6.2,22.28,17.49,13.22,8.5
3/7/2002 16:00:00,43.35,53.75,44.13,37.65,52,19.7,12.54,31.01,12.25,28.1,23.29,7.47,9.65,6.29,22.31,17.86,13.65,8.74
3/8/2002 16:00:00,43.5,53.66,44.49,38.03,52.35,20,12.69,29.75,12.65,28.48,23.27,7.55,9.75,6.31,22.62,17.9,13.66,8.69
3/11/2002 16:00:00,43.25,54.65,44.35,37.85,51.85,20.13,12.54,29.42,12.53,28.94,23.25,7.58,9.88,6.35,22.65,17.52,13.43,8.61
3/12/2002 16:00:00,43.59,54.89,44.55,37.7,50.9,20.77,12.6,29,12.5,28.6,23.33,7.4,9.75,6.36,23.3,17.57,13.36,8.28
3/13/2002 16:00:00,43.95,54.56,44.93,38.1,52.37,20.65,12.77,30.75,12.38,28.8,24.01,7.5,9.93,6.38,23.4,17.77,13.79,8.55
3/14/2002 16:00:00,43.44,54.44,44.71,37.45,52.05,20.9,12.6,29.3,12.28,29.07,23.83,7.47,9.96,6.38,23.13,17.5,13.72,8.37
3/15/2002 16:00:00,43.5,54.79,44.82,37.8,51.75,20.8,12.81,29.75,12.18,29.22,23.88,7.55,9.75,6.54,23.38,17.46,13.82,8.04
3/18/2002 16:00:00,43.75,55.02,45.1,37.65,52.05,20.55,12.83,29.8,12.23,29.12,23.94,7.4,9.91,6.79,23.41,17.7,13.82,8.49
3/19/2002 16:00:00,43.98,55.4,45.4,38.15,52.35,20.65,12.84,30.15,12.14,29.12,24.18,7.6,10,6.75,23.15,18.75,13.91,8.43
3/20/2002 16:00:00,43.64,54.67,44.93,38.15,52.35,20.55,12.69,29.84,12.22,28.82,24.11,7.57,10.17,6.63,23.45,18.09,13.89,8.49
3/21/2002 16:00:00,43.67,54.35,44.93,37.77,52.55,20.7,12.32,29.6,12.18,29.04,23.93,7.55,10.03,6.5,23.6,18.64,13.65,8.29
3/22/2002 16:00:00,43.5,53.8,45,37.69,52.83,20.68,12.38,29.33,12.06,29.05,23.75,7.84,10.2,6.41,23.76,18.41,13.7,8.05
3/25/2002 16:00:00,43.22,52.8,44.56,37.45,52.1,20.25,12.54,28.5,12.13,28.88,23.53,7.8,9.9,6.38,23.4,18.45,13.56,7.85
3/26/2002 16:00:00,42.95,53.45,44.45,37.63,51.7,20.03,12.15,28.65,12.16,28,23.44,7.69,9.89,6.34,23.45,18.05,13.55,8
3/27/2002 16:00:00,43.58,54.1,44.83,38.29,52.3,20.51,12.32,29.06,11.93,28.89,23.56,7.78,9.87,6.53,24.5,17.91,13.78,8.28
3/28/2002 16:00:00,44.05,54.32,45.13,38.56,53.06,20.72,12.38,29.38,12.01,29.17,23.94,7.95,10.17,6.64,25.08,18.18,13.94,8.5
4/1/2002 16:00:00,44.2,55.09,44.99,38.8,53.13,21,12.54,29.9,12.05,29,23.99,7.93,10.22,6.73,25,18.2,14.11,8.59
4/2/2002 16:00:00,43.9,55.48,44.86,39.08,53.78,21.15,12.69,29.1,11.94,29.87,24.26,8.16,10.47,6.83,25.45,18.25,14.27,8.31
4/3/2002 16:00:00,44.38,54.59,45.19,39.4,53.95,20.95,13.02,28.75,11.59,29.88,24.22,8.26,10.48,6.69,25,18.43,14.29,8.45
4/4/2002 16:00:00,44.1,53.39,44.95,38.38,52.5,20.85,13.08,28.68,11.41,29.56,23.97,8.12,10.3,6.66,24.5,18.28,14.26,8.32
4/5/2002 16:00:00,43.1,52.92,43.95,37.75,52.26,20.83,13.21,28.08,11.19,29.32,23.48,8,9.99,6.69,24.31,17.91,13.91,8.29
4/8/2002 16:00:00,43.35,53.06,43.92,37.17,51.88,20.75,13.31,27.93,10.93,29.09,23.44,7.95,9.98,6.65,24.7,18.05,13.89,8.43
4/9/2002 16:00:00,42.7,53.07,44.1,37.35,51.75,20.8,13.42,27.34,10.85,29.3,23.25,8,10.06,6.67,24.04,17.77,13.89,8.62
4/10/2002 16:00:00,42.5,53.56,43.48,37.03,51.34,20.5,13.3,26.75,10.94,29.14,22.89,7.94,9.76,6.49,24,17.06,13.87,8.75
4/11/2002 16:00:00,43.13,52.68,43.8,37.33,51.35,20.5,13.25,27.13,11.49,29.25,22.95,8,9.97,6.54,24,17.25,14.11,8.75
4/12/2002 16:00:00,41.95,51.24,42.78,36.58,50.6,20.33,13.12,26.98,11.34,28.96,22.66,7.86,9.78,6.4,24,17.02,13.91,8.46
4/15/2002 16:00:00,42.1,52.49,42.7,37.16,51,20.25,13.65,26.98,11.38,29.04,22.37,8,9.7,6.37,24.6,16.53,13.69,8.24
4/16/2002 16:00:00,41.99,53.86,42.98,37.7,51.95,20.4,13.65,27.31,11.57,29.24,22.77,8.09,9.78,6.36,25.5,16.8,13.89,8.57
4/17/2002 16:00:00,42.48,54.46,43.6,38.4,52.4,20.51,13.92,27.99,11.63,29.8,23.08,8.28,9.82,6.48,26,17.38,13.99,8.84
4/18/2002 16:00:00,42.52,54.25,43.9,38.37,52.27,20.68,14.49,27.95,11.5,30.16,23.12,8.5,10.19,6.53,25.6,17.56,14.06,8.89
4/19/2002 16:00:00,42.46,54.66,43.38,38.08,51.85,20.75,14,27.82,11.55,30.12,23.12,8.43,10.16,6.45,25.9,17.5,13.96,8.81
4/22/2002 16:00:00,42.45,53.88,43.83,37.68,51.75,20.6,13.65,27.51,11.69,30.3,23.35,8.33,10.3,6.39,26.11,17.5,14.05,8.9
4/23/2002 16:00:00,40.5,53.14,42.75,37.58,50.58,20.55,13.78,27.12,11.62,30.28,22.89,8.21,10.34,6.41,26.95,17.75,13.84,8.76
4/24/2002 16:00:00,41.05,52.13,42.83,37.77,50.15,20.81,13.68,26.95,11.59,30.47,23.02,8.4,10.25,6.39,26,17.7,13.87,8.69
4/25/2002 16:00:00,40.1,52.52,42.85,37.37,49.75,20.7,13.15,27.35,11.83,30.41,22.87,8.38,10.29,6.35,25.6,17.82,13.46,8.74
4/26/2002 16:00:00,40.6,51.96,42.96,37.5,49.4,20.62,13.12,28,11.83,30.33,23.08,8.25,10.46,6.25,25.99,17.95,13.68,8.87
4/29/2002 16:00:00,40,52.01,42.51,37.25,49.85,20.48,13,28.08,11.66,29.94,22.8,8.33,10.53,6.16,25.85,17.79,13.72,8.74
4/30/2002 16:00:00,40,52.26,43.55,37.75,51.3,20.35,12.15,28.03,11.77,30.78,22.85,8.43,10.59,6.18,26.2,17.52,13.82,8.57
5/1/2002 16:00:00,39.9,52.65,43.36,37.85,50.65,19.78,12.23,27.19,11.63,30.45,22.72,8.47,10.33,6.16,26.25,17.4,13.79,8.45
5/2/2002 16:00:00,40.59,53.69,44,38.17,51.03,20,12.31,27.81,11.34,30.89,22.94,8.45,10.56,6.14,26.75,17.27,13.97,8.63
5/3/2002 16:00:00,40.95,54.67,44.6,38.88,52.2,19.95,12.35,28.73,11.47,31,23.24,8.55,10.84,5.98,27.5,17.35,14.12,8.48
5/6/2002 16:00:00,40.12,53.41,44.45,38.55,51.35,19.83,12.39,28.03,11.48,30.77,23.12,8.48,10.8,5.86,27.4,17.75,14.11,8.32
5/7/2002 16:00:00,39.49,53.7,43.65,38.15,50.85,19.65,12.31,27,11.58,30.67,22.76,8.1,10.58,5.85,26.75,17.2,13.68,7.83
5/8/2002 16:00:00,38.85,54.56,44.1,38.58,50.7,19.4,12.23,27.68,11.3,30.91,22.88,8.01,10.75,5.88,26.5,17.63,13.75,8.22
5/9/2002 16:00:00,39.75,54.15,44.13,38.28,51.2,19.43,12.69,28.08,11.13,29.78,23.06,8.06,10.8,5.93,26.65,17.5,13.96,8.2
5/10/2002 16:00:00,39.8,54.01,44.44,38.45,51.43,19.35,12.42,27.43,11.27,29.7,23.05,8.21,10.73,5.7,26.27,17.5,13.94,8.25
5/13/2002 16:00:00,39.58,55.26,44.67,38.13,51.3,19.68,12.24,27.65,11.42,29.78,22.85,8.42,10.61,5.38,26.65,17.73,13.93,8.32
5/14/2002 16:00:00,40.47,55.75,45.2,38.87,52.63,19.8,12.54,28.27,11.5,29.82,23.37,8.49,11,5.43,26.4,18.02,14.21,8.43
5/15/2002 16:00:00,39.86,55.36,44.24,38.28,52.1,20,12.46,27.58,11.58,29.84,22.99,8.35,10.72,5.48,26.59,18.19,14.17,8.54
5/16/2002 16:00:00,39.95,56.05,44.5,38.75,52.15,20.3,12.55,27.57,11.58,30.18,23.06,8.45,10.65,5.53,26.6,17.48,14.24,8.4
5/17/2002 16:00:00,40.28,55.81,44.25,38.87,52.1,20.15,12.38,27.53,11.28,30.64,23.16,8.51,10.69,5.75,26.75,17.58,14.39,8.35
5/20/2002 16:00:00,39.95,54.54,44.28,38.7,51.95,20.19,12.42,27.4,11.85,30.57,22.87,8.5,10.54,5.8,27,17.57,14.2,8.52
5/21/2002 16:00:00,39.79,54.56,44.38,38.75,51.9,20.5,12.5,27.08,11.8,30.58,22.83,8.62,10.58,5.94,26.57,17.55,14.27,8.78
5/22/2002 16:00:00,40.02,55.3,43.93,38.58,51.2,20.4,12.55,25.89,11.68,30.58,22.92,8.58,10.63,5.9,26.5,17.18,14.2,8.59
5/23/2002 16:00:00,40.75,55.84,44.51,38.69,50.69,20.5,12.47,26.59,11.78,31.08,23.14,8.7,10.84,5.83,26.85,8.94,14.5,9.3
5/24/2002 16:00:00,41,55.72,44.81,38.81,51.5,20.47,12.43,26.2,11.7,30.76,22.95,8.78,10.65,5.98,26.95,9.03,14.75,9.61
5/28/2002 16:00:00,40,54.94,44.58,39.17,50.9,20.55,12.35,26.05,11.38,31.12,22.67,8.8,10.54,6.03,27.27,9.1,14.4,9.75
5/29/2002 16:00:00,39.7,55.2,44,38.83,50.8,20.61,12.32,25.8,11.2,30.91,22.47,8.78,10.31,5.94,27.61,8.8,14.5,9.03
5/30/2002 16:00:00,39.85,54.53,43.57,38.4,50.7,20.28,12.15,25.73,11.21,30.61,22.18,8.65,10.4,5.93,27.35,8.67,14.35,9
5/31/2002 16:00:00,39.6,55,43.55,39,51.3,20.77,12.73,25.99,11.13,30.73,22.01,8.62,10.26,5.94,27.15,8.7,14.32,9.13
6/3/2002 16:00:00,40,54.45,43.98,38.55,50.95,20.98,12.81,25.93,11.08,30.56,21.94,8.6,10.29,5.92,27,8.72,14.27,9.25
6/4/2002 16:00:00,39.07,54.08,43.26,37.75,49.75,20.95,12.88,25.18,11.08,29.91,21.52,8.62,10.05,5.83,27.3,8.68,14.21,9.1
6/5/2002 16:00:00,38.98,54.09,43.4,36.95,49.45,21.1,12.83,24.65,10.83,29.8,21.27,8.5,9.82,5.76,27.15,8.59,14.2,8.91
6/6/2002 16:00:00,39.98,54.07,43.93,37.8,49.8,21.11,13.32,24.85,10.8,29.94,21.57,8.42,9.98,5.73,26.95,8.4,14.29,8.93
6/7/2002 16:00:00,39.15,54,42.99,36.96,48.35,21.4,13.37,24.5,10.8,29.49,21.15,8.32,9.82,5.54,26.74,8.09,14.23,8.7
6/10/2002 16:00:00,39.42,52.85,43.55,37.65,49.25,21.56,13.5,24.4,10.8,29.79,21.54,8.29,9.93,5.5,26.8,8.6,14.15,8.8
6/11/2002 16:00:00,39.73,53.05,43.45,37.53,49.12,21.9,13.54,24.33,10.88,30.24,21.54,8.41,9.65,5.49,26.25,8.26,14.01,8.7
6/12/2002 16:00:00,39.2,52.56,43.38,37.59,48.5,22.3,13.54,23.7,11.03,30.25,21.33,8.56,9.54,5.26,26.5,8.27,13.84,8.25
6/13/2002 16:00:00,39.35,52.07,43.38,37.06,47.85,22.3,13.69,24.08,10.76,30.16,21.34,8.65,9.5,5.19,26.3,8.28,13.99,8.51
6/14/2002 16:00:00,39.3,51.1,43.38,36.4,46.75,21.95,13.7,23.9,10.88,30.12,20.96,8.55,9.48,5,26.2,8.45,14.25,8.35
6/17/2002 16:00:00,39.45,53.02,43.75,36.95,47.33,21.46,13.31,24.7,10.88,30.5,21.28,8.55,9.76,4.98,26.5,8.53,14.32,8.46
6/18/2002 16:00:00,40,53.12,44.08,37.54,48.77,21.4,13.33,24.73,10.93,31.32,21.78,8.52,9.8,5.1,26.95,8.65,14.54,8.6
6/19/2002 16:00:00,39.95,52.18,44.1,37.5,47.65,20.63,13.21,24.18,10.75,31.33,21.89,8.5,9.86,4.93,26.74,8.66,14.54,8.43
6/20/2002 16:00:00,39.41,52.17,43.85,37.6,48.25,20.9,13.19,24.6,10.52,31.44,21.82,8.58,9.81,4.9,26.3,8.63,14.37,8.4
6/21/2002 16:00:00,39,52.36,43.13,37.5,47.87,21.12,13.46,24.87,10.28,30.92,21.54,8.51,9.81,4.45,26.05,8.63,14.15,8.28
6/24/2002 16:00:00,39.25,52.11,44.08,37.95,48.3,21.29,13.47,24.36,10.04,30.04,21.65,8.6,9.7,4.05,26.4,8.5,14.33,8.13
6/25/2002 16:00:00,40.25,52.77,44.23,38.02,49.12,20.8,13.55,25.13,9.95,30.63,21.73,8.6,9.86,4.43,26.42,8.78,14.35,8.3
6/26/2002 16:00:00,39.6,52.89,42.75,37.98,48.5,20.75,13.31,24.25,9.8,31.14,21.47,8.51,9.76,4.43,26.5,8.7,14.29,7.63
6/27/2002 16:00:00,39.74,54.13,43.13,38.89,49.15,21,13.17,24.4,9.5,31.29,22.01,8.54,9.89,4.76,26.55,8.85,14.37,7.76
6/28/2002 16:00:00,40.1,55.27,44,40.05,49.7,21.4,13.54,23.88,9,31.82,21.85,8.7,9.83,4.72,26.75,8.88,14.18,7.87
7/1/2002 16:00:00,40.77,55.17,44.25,40.75,50.73,21.4,13.69,22.65,8.13,32.16,22.43,8.89,9.9,4.69,26.9,8.9,14.37,7.9
7/2/2002 16:00:00,40.8,53.65,44.3,40.62,51.3,21.25,13.32,23.4,8.63,32.49,22.46,8.81,9.68,4.52,26.25,8.82,14.2,7.5
7/3/2002 16:00:00,40.15,54.24,43.88,39.34,49.7,21.9,13.58,22.68,8.98,31.43,21.76,8.78,9.38,4.4,26,8.59,13.92,7.1
7/5/2002 16:00:00,39.95,57.16,43.8,40.15,49.45,21.5,13.78,23.37,9.07,32.24,21.98,8.97,9.43,4.4,27,8.55,13.82,7.24
7/8/2002 16:00:00,40.35,56.75,43.8,41.35,50.53,21.75,13.85,23.25,9.38,32.85,22.3,9.28,9.54,4.35,27.13,8.56,14.09,7.42
7/9/2002 16:00:00,40.35,55.89,43.93,41.48,50.41,21.9,13.81,22.5,9.55,33.05,22.47,9.13,9.33,4.33,28.2,8.63,13.93,7.13
7/10/2002 16:00:00,40.25,50.73,43.7,40.58,50.91,21.8,13.85,22.68,9.7,32.72,22.37,9.1,9.35,4.46,28.5,8.43,13.77,7.11
7/11/2002 16:00:00,38.23,50.56,42.44,38.92,48.35,21.6,13.77,21.53,9.23,31.48,21.15,8.9,8.89,4.33,28.9,8.6,13.15,6.45
7/12/2002 16:00:00,37.26,48.8,41.5,39.11,47.3,21.7,13.92,21.7,9.2,31.64,20.38,8.77,8.9,4.38,28.45,8.48,12.92,6.68
7/15/2002 16:00:00,36.1,46.3,41.08,37.98,45.25,21.3,13.85,21.26,8.98,30.57,19.06,8.54,8.74,4.29,27.7,8.32,12.72,6.71
7/16/2002 16:00:00,35.25,44.4,39.76,35.75,43.7,21.31,13.63,21.09,8.68,29.9,19.57,8.45,8.73,4.26,27.45,8.13,12.63,6.35
7/17/2002 16:00:00,35.9,45.51,40.28,36.8,45.7,21.4,12.96,21.63,8.88,29.66,19.74,8.5,9.03,4.31,27.7,8,12.63,6.6
7/18/2002 16:00:00,35.76,46,40.25,36.2,45.7,21.4,12.45,21.83,9.2,29.89,19.76,8.31,8.75,4.34,26.9,8.29,12.68,6.43
7/19/2002 16:00:00,33.65,42,39.05,35.35,44.25,20.9,12.18,21.88,9.48,29.2,19.32,8.33,8.69,4.25,26.2,8.3,12.19,6.13
7/22/2002 16:00:00,32.4,40.9,36.85,33.38,42.2,20,11.65,20.66,9.31,27.72,18.49,8.05,8.49,3.94,26.25,8.1,11.95,5.55
7/23/2002 16:00:00,30.7,41.19,34.88,31.83,39.7,19.45,11.38,19.5,8.6,26.64,17.63,7.55,7.88,3.75,25.65,7.52,11.54,4.99
7/24/2002 16:00:00,30.52,42.81,33.48,30.8,38.56,19.6,11.46,18.23,8,25.95,17.48,7,7.54,3.47,24.1,7,11.16,4.55
7/25/2002 16:00:00,33.94,42.39,34.83,32.03,41.5,20.3,11.78,20.23,8.78,27.52,18.09,7.4,8.16,3.68,25.8,7.89,11.78,6.13
7/26/2002 16:00:00,34,42.71,34.98,32.15,42.05,20.1,11.31,20.38,9.15,27.32,17.66,7.45,7.9,3.69,26.71,7.83,11.72,6.28
7/29/2002 16:00:00,35.9,44.38,36,33.53,44.22,20.5,11.38,20.38,9.04,28.38,18.35,7.7,8.35,3.44,26.4,7.87,12.12,6.58
7/30/2002 16:00:00,36.37,44.69,36.5,35.6,45.3,21.05,11.82,21.4,9.01,29.7,19.23,7.77,8.57,3.3,26.93,7.95,12.27,6.89
7/31/2002 16:00:00,35.52,45.7,36.25,35.56,45.43,21.07,12.42,21.97,8.85,29.59,19.1,8.11,8.56,3.25,27.5,8.06,12.55,6.85
8/1/2002 16:00:00,35.25,42.21,36.88,34.97,45.35,21,12.02,20.73,10,29.9,19.48,8.17,8.67,3.3,26.85,8.3,12.98,6.6
8/2/2002 16:00:00,33.85,42.26,35.5,34.52,45.5,20.45,11.87,19.8,10.19,29.73,18.76,8.08,8.24,3.69,26.2,8.15,12.22,6.28
8/5/2002 16:00:00,33.65,41.03,35.4,34.34,44.35,19.85,11.58,18.9,10.4,29.44,18.55,7.91,8.27,3.86,26.7,8.46,12.12,5.93
8/6/2002 16:00:00,33.15,42.85,34.55,33.4,44.56,19.9,11.35,18.4,9.95,29.45,17.86,8.08,8.2,3.51,26.01,8.26,12,5.95
8/7/2002 16:00:00,33.75,44.1,35.73,35.5,46.25,20.1,11.58,18.9,9.75,30.6,18.68,8.22,8.44,3.65,26.4,8.48,12.45,6.16
8/8/2002 16:00:00,34.31,45.65,36.4,35.24,46,20.1,11.56,18.67,10.1,30.42,18.71,8.31,8.44,4.06,27,8.2,12.81,6.09
8/9/2002 16:00:00,35.77,45.71,37,35.35,46.35,20.55,12.77,19.35,10.38,30.08,19.36,8.35,8.69,4.07,27.75,8.64,13.1,6.63
8/12/2002 16:00:00,35.27,44.91,37.38,35.78,46.6,20.2,11.54,19.98,10.95,30.91,19.74,8.41,8.88,4.09,27.9,8.78,13.21,6.77
8/13/2002 16:00:00,35.1,44.42,37.52,35.08,46.2,20.34,12.08,20.45,10.68,30.86,19.71,8.43,8.82,3.68,28,8.86,13.25,6.78
8/14/2002 16:00:00,35.4,44.7,37.98,35.33,47.32,20.3,12,20.13,10.38,31.25,19.55,8.46,8.66,3.61,27.75,8.73,13.22,6.74
8/15/2002 16:00:00,36.8,45.61,38.63,36.02,48,20.75,11.92,20.74,10.59,31.2,20.11,8.56,8.74,3.49,28.2,8.74,13.62,7.02
8/16/2002 16:00:00,37.09,45.3,38.45,35.76,47.94,20.6,11.84,21.7,10.38,30.92,19.88,8.58,8.91,3.54,27.75,8.53,13.77,7.5
8/19/2002 16:00:00,36.55,45.78,38.21,36.03,48.2,20.95,12.12,21.38,10.5,31.8,19.82,8.75,8.75,3.58,29.23,8.6,13.82,7.38
8/20/2002 16:00:00,36.91,44.78,37.98,36.1,48.9,21.05,12.46,21.27,10.3,30.8,19.92,8.61,8.81,3.59,30.15,8.61,13.89,7.34
8/21/2002 16:00:00,36.28,46.05,37.8,36.23,48.55,21.1,12.38,20.5,10.35,30.97,19.69,8.7,8.62,3.58,29.25,8.84,13.55,7.03
8/22/2002 16:00:00,36.44,46.95,38.55,35.9,48.5,20.9,12.4,20.52,10.51,30.46,19.82,8.66,8.66,3.53,28,9.07,13.81,7.1
8/23/2002 16:00:00,36.8,45.98,39.02,35.8,48.85,20.55,12.27,21.83,10.82,30.52,20.11,8.38,8.9,3.6,27.87,8.9,14.1,7.4
8/26/2002 16:00:00,36.2,45.92,39.03,35.73,47.94,20.5,12.41,21.88,10.75,30.78,19.82,8.49,8.78,3.65,28,8.88,14.03,7.35
8/27/2002 16:00:00,37.45,46.65,39.66,36.39,49.6,20.55,12.5,22.93,10.87,31.39,20.01,8.41,9.06,3.88,28,8.99,14.27,7.63
8/28/2002 16:00:00,36.35,44.9,38.63,36.05,48.25,20.13,11.78,21.79,10.93,30.86,19.48,8.54,8.95,3.83,27.64,9.05,14.15,7.58
8/29/2002 16:00:00,35.02,44.83,38.13,34.91,46.6,20.15,11.85,21.28,11,29.5,19.55,8.39,8.66,3.73,27.6,8.99,13.82,7.39
8/30/2002 16:00:00,34.75,45.2,37.65,34.98,46,20.48,11.69,21.39,10.85,29.92,19.68,8.35,8.57,3.94,27.65,8.89,13.98,7.43
9/3/2002 16:00:00,34.25,42.66,37.63,34.4,45,20.6,11.96,21.02,10.9,30.08,20.04,8.45,8.59,3.98,27.7,8.95,14.06,7.41
9/4/2002 16:00:00,33.62,43.01,36.5,32.75,43.8,20.45,11.86,20.29,10.9,29.5,20.18,8.2,8.44,3.98,27,8.86,13.81,6.9
9/5/2002 16:00:00,33.06,42.09,36.39,32.98,42.2,20.41,11.73,20.5,10.53,29.53,19.59,8.16,8.35,4.05,26.45,8.9,13.7,6.88
9/6/2002 16:00:00,34.71,43.26,37.13,34.63,44.15,20.6,11.87,20.8,10.5,30.59,19.8,8.21,8.63,4.03,27.2,8.75,14.15,6.97
9/9/2002 16:00:00,34.25,43.2,37.3,34.95,43.83,20.5,12.04,21.12,10.68,30.71,19.52,8.22,8.61,4.03,28.15,8.82,14.15,6.88
9/10/2002 16:00:00,34.39,43.64,37.13,35.55,44.71,20.8,12.05,21.3,10.63,30.88,19.59,8.4,8.68,4.12,28.4,8.61,14.06,6.9
9/11/2002 16:00:00,35.8,44.24,38.25,36.17,45.36,20.65,12.23,22.15,10.58,31.2,19.95,8.45,8.88,4.31,27.5,8.55,14.35,8
9/12/2002 16:00:00,34.43,43,37.1,35.64,44.08,20.5,12.3,21.65,10.5,30.49,20,8.15,8.88,4.29,27.62,8.54,14.25,7.14
9/13/2002 16:00:00,33.59,42.96,36,34.08,42.8,20.4,11.85,20.85,10.5,30.05,19.63,8.15,8.72,4.21,26.46,8.45,13.99,6.93
9/16/2002 16:00:00,33.83,43.4,36.5,34.51,43.25,20.7,11.85,21.31,10.58,30.18,19.5,8.2,8.81,4.24,26.69,8.53,13.82,7.05
9/17/2002 16:00:00,34.4,41.99,36.88,34.17,43.59,20.44,11.62,20.83,10.88,29.56,19.52,8.1,8.75,4,26.9,8.53,13.84,7.24
9/18/2002 16:00:00,33,41.23,35.68,33.15,41.25,19.92,11.44,20.86,10.65,28.8,19.04,7.75,8.73,3.73,26.75,8.44,13.6,6.98
9/19/2002 16:00:00,32.56,40.55,35.35,32.48,41.15,20.5,11.7,20,10.75,28.38,18.99,7.75,8.63,3.74,27.3,8.37,13.59,6.82
9/20/2002 16:00:00,32.59,40.41,35.35,32.48,41.21,20.65,11.65,19.92,10.93,28.52,19.04,7.71,8.56,3.5,27.75,8.42,13.58,6.63
9/23/2002 16:00:00,32.62,40.4,35.03,32.25,40.9,20.7,11.65,19.75,10.71,25.76,18.6,7.8,8.57,3.4,27.6,8.2,13.5,6.51
9/24/2002 16:00:00,32.5,39.25,34.67,31.4,39.77,20.95,11.73,19.64,10.88,26.26,18.37,7.55,8.53,3.23,27.65,8.1,13.43,6.43
9/25/2002 16:00:00,32.35,39.71,34.35,32.05,40.2,20.89,11.77,19.27,10.5,27.34,18.11,7.45,8.37,3.1,27.67,8.18,13.39,6.22
9/26/2002 16:00:00,33.35,41.75,35.58,32.75,40.5,20.82,12.12,19.64,10.15,27.85,18.47,7.46,8.68,2.98,27.88,8.31,13.48,6.48
9/27/2002 16:00:00,33.9,41.26,36.41,33.48,41.61,20.8,12.16,20.39,10.41,28.06,18.65,7.4,8.81,2.75,27.85,8.24,13.7,6.66
9/30/2002 16:00:00,32.82,40.17,35.49,32.75,40.41,20.2,12.05,19.52,10.06,27.49,18,7.47,8.92,2.39,28.05,8.37,13.66,6.51
10/1/2002 16:00:00,32.18,42.65,34.92,33.85,40.82,20.1,11.99,19.35,9.78,27.59,17.53,7.4,8.78,2.74,28.2,8.45,13.87,6.46
10/2/2002 16:00:00,33.1,42.41,35.88,34.6,40.2,20.65,12.31,19.45,9.54,27.62,18.34,7.43,9,3.12,28.58,8.3,13.84,6.89
10/3/2002 16:00:00,32.85,42.49,35.98,35.38,40.95,19.95,12.33,19.61,9.45,28.9,18.05,7.33,9,2.96,28.25,8.38,13.87,7.13
10/4/2002 16:00:00,33.4,41.48,36.58,34.33,40.4,19.98,12.12,19.3,9.45,29.02,18.53,7.49,8.98,3.18,27.7,8.38,14.15,7.23
10/7/2002 16:00:00,33,41.23,35.9,33.73,39.65,19.63,11.62,18.59,9.32,28.41,18.11,7.41,8.74,3.13,27.7,8.18,14.23,7.1
10/8/2002 16:00:00,33.7,40.65,35.38,33.26,39.85,19.85,11.45,18.23,9.25,27.83,17.74,7.36,8.65,2.88,27.27,7.89,13.85,6.93
10/9/2002 16:00:00,32.1,39.94,34.46,31.79,37.55,20.05,11.08,17.72,9.25,27.05,17.51,7.5,8.54,2.75,26.7,7.4,13.8,6.59
10/10/2002 16:00:00,33.08,41.6,34.08,32.25,38.07,19.7,11.4,17.08,8.75,27.32,17.02,7.5,8.33,2.8,26.01,7.31,13.63,6.38
10/11/2002 16:00:00,34.01,42.65,35.9,34.7,39.65,19.9,11.52,17.72,8.75,28.13,17.4,7.6,8.41,2.7,26.65,7.78,13.75,6.87
